City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
525,Tucurui,BR,73.96,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
526,Puerto Ayacucho,VE,74.1,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
528,Sao Felix Do Xingu,BR,72.12,light rain,-6.6447,-51.995,Rio Xingu Camping
533,Qiongshan,CN,71.6,fog,20.0058,110.3542,Sun City Restaurant
535,Sawakin,SD,72.86,scattered clouds,19.1059,37.3321,فندق الدويم
536,Awash,ET,67.05,clear sky,8.9833,40.1667,Kediga hotel
539,Tarauaca,BR,74.37,broken clouds,-8.1614,-70.7656,Flat Temporada
540,Padang,ID,75.2,light rain,-0.9492,100.3543,Mercure Padang
544,Isangel,VU,82.4,broken clouds,-19.55,169.2667,Volcano Sea View Tree House
547,Santa Cruz Cabralia,BR,78.8,clear sky,-16.2781,-39.0247,Portobali Hotel
550,Inhambane,MZ,74.86,light rain,-23.865,35.3833,Oceano
552,Fairview,US,71.6,clear sky,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
553,Bafq,IR,71.83,clear sky,31.6128,55.4107,Alamdar Hotel
560,Karauli,IN,73.4,clear sky,26.5,77.0167,Bhanwar Vilas Palace
567,Fayaoue,NC,80.22,scattered clouds,-20.65,166.5333,Chez Dydyce Guesthouse
570,Yarada,IN,79.11,scattered clouds,17.65,83.2667,Jeevan
574,Alpoyeca,MX,86.99,few clouds,17.6667,-98.5167,"Puente VEHICULAR ALPOYECA-SAN JOSE BUENA VISTA GUERRERO, MÉXICO."
578,Luwuk,ID,76.05,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
579,Yulara,AU,77.0,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
580,Loreto,MX,77.63,overcast clouds,22.2667,-101.9667,José de Jesús Velásquez mora
581,Santo Antonio Do Monte,BR,67.87,broken clouds,-20.0872,-45.2936,Hotel São Bento
582,Olinda,BR,78.8,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
585,Kasulu,TZ,68.0,drizzle,-4.5767,30.1025,Nazaret lodge
588,Kalabo,ZM,68.22,moderate rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
591,Zamora,EC,69.4,light rain,-4.0692,-78.9567,Cabañas Ecológicas Copalinga
592,Cabedelo,BR,75.2,light rain,-6.9811,-34.8339,Hotel Pigalle
598,Rockland,US,66.2,clear sky,41.1668,-74.0496,National Camp Association
599,Sechura,PE,77.0,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
600,Sambava,MG,76.46,overcast clouds,-14.2667,50.1667,Melrose
602,Koumac,NC,83.68,clear sky,-20.5667,164.2833,Le Monitel
603,Soubre,CI,75.0,scattered clouds,5.7856,-6.6083,Lynd Hotels Soubre
606,Plumbon,ID,79.48,moderate rain,-6.705,108.4728,TAMAN NUANSA DEPOK I
608,Maiduguri,NG,75.33,overcast clouds,11.8464,13.1603,Beach Guest Home
610,Ironton,US,66.2,few clouds,38.5368,-82.6829,Best Western River Cities
611,Waipawa,NZ,69.8,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
612,Mihijam,IN,73.74,clear sky,23.8526,86.8788,Utsav Lodge & Marriage Hall
613,Williamsburg,US,80.6,clear sky,37.2707,-76.7075,Comfort Suites Williamsburg Historic Area
615,Wilmington,US,72.0,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
616,Sorong,ID,81.14,overcast clouds,-0.8833,131.25,The Waigo Hotel
617,La Palma,US,66.99,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
618,Bilma,NE,66.25,clear sky,18.6853,12.9164,Expeditions Ténére voyages
620,Tautira,PF,82.4,light rain,-17.7333,-149.15,Pension Oaoa
621,Sulya,IN,80.6,few clouds,12.5667,75.3833,KFDC Guest House - Karnataka Forest Development Corporation Ltd
625,Teknaf,BD,74.59,clear sky,20.8624,92.3058,Forestry Guesthouse
628,Bam,IR,75.74,clear sky,29.105999999999998,58.357,Bam Tourist Hotel
633,Muriwai Beach,NZ,73.99,broken clouds,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
635,Ovalle,CL,71.22,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
637,Poum,NC,80.98,clear sky,-20.2333,164.0167,Gîte kajeon
638,Mitsamiouli,KM,82.2,clear sky,-11.3847,43.2844,Foyer ADM
640,Batticaloa,LK,79.41,moderate rain,7.7102,81.6924,Grand Star Guest House
642,Buckeye,US,68.0,overcast clouds,33.3703,-112.5838,Buckeye Motor Hotel
646,Pitimbu,BR,75.2,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
647,Buraydah,SA,71.6,clear sky,26.326,43.975,فندق راحة السلام
648,Haapiti,PF,82.4,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
650,Mbandaka,CD,69.51,overcast clouds,0.0487,18.2603,Guest House Epervier
654,Mahibadhoo,MV,82.44,light rain,3.7833,72.9667,Omadhoo Inn
659,Kieta,PG,83.17,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
660,San Jose,US,72.0,clear sky,37.3394,-121.895,The Westin San Jose
